"name","date","favno","retno","text"
"JORDAN_N_LEVEY","1448424211","0","158","A few small steps for you A giant leap for HolidayYou Where would you like these stairs to take you"
"BenitaGuimond72","1448424101","0","0","EasyJet axes all flights to Egyptamp s leading holiday resort"
"ROBIN_MEADE_JEF","1448424063","0","158","A few small steps for you A giant leap for HolidayYou Where would you like these stairs to take you"
"ALICE_ROCKEY","1448424034","0","158","A few small steps for you A giant leap for HolidayYou Where would you like these stairs to take you"
"CANDICE_COSFIN","1448424014","0","158","A few small steps for you A giant leap for HolidayYou Where would you like these stairs to take you"
"BRIAN_W_RANDLE","1448424001","0","158","A few small steps for you A giant leap for HolidayYou Where would you like these stairs to take you"
"Sonia_Kumari01","1448423959","0","158","A few small steps for you A giant leap for HolidayYou Where would you like these stairs to take you"
"JEFFRE5E_BOSTI","1448423950","0","158","A few small steps for you A giant leap for HolidayYou Where would you like these stairs to take you"
"ERIC__AVILA","1448423857","0","158","A few small steps for you A giant leap for HolidayYou Where would you like these stairs to take you"
"Mark_Lewis_NYC","1448423838","0","158","A few small steps for you A giant leap for HolidayYou Where would you like these stairs to take you"
"CAROL_CHMIEL","1448423820","0","158","A few small steps for you A giant leap for HolidayYou Where would you like these stairs to take you"
"Emilly_Allen1","1448423715","0","158","A few small steps for you A giant leap for HolidayYou Where would you like these stairs to take you"
"Emilie__William","1448423711","0","158","A few small steps for you A giant leap for HolidayYou Where would you like these stairs to take you"
"KAREN_GRABER","1448423707","0","158","A few small steps for you A giant leap for HolidayYou Where would you like these stairs to take you"
"KARA_SMITH124","1448423691","0","158","A few small steps for you A giant leap for HolidayYou Where would you like these stairs to take you"
"Profmarie","1448423650","0","8","A weekend break in Turenne correze A MustSee in France BeautifulFrance ryanair easyjet htt"
"Kumar_Raju85","1448423620","0","158","A few small steps for you A giant leap for HolidayYou Where would you like these stairs to take you"
"Tillie594","1448423368","0","0","EasyJet and BA cancel Sharm flights"
"JamesCraftj","1448423338","0","0","EasyJet axes all flights to Egyptamp s leading holiday resort"
"AymanAbdAGabbar","1448422893","0","10","Egypt Winter Tourist Season ruined easyJet has confirmed it will cancel all flights to and from Sharmelsheikh until"
"flyinsider","1448422807","0","0","Sinai plane crash Easyjet cancels all flights to Sharm elSheikh"
"Armida311","1448422784","0","0","Easyjet cancels more Sharm elSheikh flights"
"IED_News","1448422660","0","0","UK British Airways amp Easyjet cancels flights for Egypt Sharm elSheikh airport amid reports of security flaws"
"Flyclopedia","1448422221","5","158","A few small steps for you A giant leap for HolidayYou Where would you like these stairs to take you"
"Thomas873022","1448421879","0","0","EasyJet and BA cancel Sharm flights"
"Melody407000","1448421832","0","0","EasyJet axes all flights to Egyptamp s leading holiday resort"
"Cletus442","1448421596","0","0","EasyJet Cancels Sharm ElSheikhFlights Until January"
"LeahKareeb","1448421570","0","0","EasyJet axes all flights to Egyptamp s leading holiday resort"
"8bettyhernandez","1448421486","0","0","EasyJet axes all flights to Egyptamp s leading holiday resort"
"Mozelle728","1448421257","0","0","EasyJet and BA cancel Sharm flights"
"Bargain_Hunts","1448421188","0","0","Get off holidays of nights or more bargains"
"TLW3","1448421076","0","0","Sinai plane crash Easyjet cancels all flights to Sharm elSheikh news"
"Lacy901258","1448421024","0","0","EasyJet and BA cancel Sharm flights"
"Nubia931","1448420856","0","0","Easyjet cancels more Sharm elSheikh flights"
"Soulcentralmag","1448420782","1","0","Now EasyJet takes on rip off estate agents with new budget service EASY"
"JnllMhny","1448420584","0","0","EasyJet and BA cancel Sharm flights"
"monilove737","1448420059","0","360","Airline easyJet confirms it has cancelled all flights to and from Egypts Sharm elSheikh resort until January"
"UteUrbaniak483","1448419805","0","0","BritishAirways EasyJet suspend flights between UK and Sharm elSheikh"
"knoweasyJet","1448419354","0","0","Know easyJet is out Stories"
"Claudie977","1448419060","0","0","EasyJet and BA cancel Sharm flights"
"P3air","1448419037","0","0","Sinai plane crash Easyjet cancels all flights to Sharm elSheikh"
"liviSnchez57","1448418857","0","0","EasyJet axes all flights to Egyptamp s leading holiday resort"
"LavonnaLingerfe","1448418748","0","0","Easyjet cancels more Sharm elSheikh flights"
"JnllMhny","1448418357","0","0","Easyjet cancels more Sharm elSheikh flights"
"Ping1375","1448418231","0","0","EasyJet and BA cancel Sharm flights"
"IBelizeit","1448417240","0","9","Airline easyJet confirms it has cancelled all flights to and from Egypts Sharm elSheikh resort until January"
"visit_jordan","1448417216","0","0","easyJet Flights to Amman"
"Marlys359","1448417207","0","0","Easyjet cancels more Sharm elSheikh flights"
"HannahThompsoon","1448417006","0","0","EasyJet and BA cancel Sharm flights"
"Laurette750","1448416908","0","0","EasyJet and BA cancel Sharm flights"
"travelblogandne","1448416705","0","0","British Airways and Easyjet cancel Sharm elSheikh flights until new year travel tban"
"Diedra6978","1448416646","1","0","EasyJet axes all flights to Egyptamp s leading holiday resort"
"easyJetNews","1448416264","0","0","EasyJet Sees Profit Boost From Record Summer Celebrity Cafe Entertainment News blog"
"BarbaraNRobles6","1448416131","0","1","That doesnt make any difference to the appalling cases highlighted Soz guys going to have to take this on t"
"CAROL_CHMIEL","1448415990","0","147","Hello Lyon youre looking lovely today"
"BEVERLY_MARTIN_","1448415989","0","147","Hello Lyon youre looking lovely today"
"VIVIAN_TODD_","1448415815","0","147","Hello Lyon youre looking lovely today"
"Clemencia5267","1448415759","0","0","EasyJet and BA cancel Sharm flights"
"brittany654mart","1448415501","0","0","EasyJet axes all flights to Egyptamp s leading holiday resort"
"MICHAEL_J_LA","1448415466","0","147","Hello Lyon youre looking lovely today"
"Ursula7156","1448415304","0","0","EasyJet and BA cancel Sharm flights"
"GwentandMore","1448415280","0","0","British Airways and easyJet have extended their cancellation of all flights to and from Sharm el Sheikh until the"
"CamilleCampbel","1448415238","0","147","Hello Lyon youre looking lovely today"
"AlexNallCain","1448415076","1","0","is possibly the worst airline in the skys They bump you off and dont even bother to help with a refund months later Nothing"
"JaniceDCraig","1448415029","0","147","Hello Lyon youre looking lovely today"
"YlndMssnbrg","1448415027","0","0","Easyjet cancels more Sharm elSheikh flights"
"Angel_ashlien","1448414897","0","147","Hello Lyon youre looking lovely today"
"Sophii_Jacob","1448414875","0","147","Hello Lyon youre looking lovely today"
"BRIAN_W_RANDLE","1448414639","0","147","Hello Lyon youre looking lovely today"
"Emilly_Allen1","1448414578","0","147","Hello Lyon youre looking lovely today"
"TERRY_4HESS","1448414476","0","147","Hello Lyon youre looking lovely today"
"ALICE_ROCKEY","1448414434","0","147","Hello Lyon youre looking lovely today"
"Laveta344","1448414420","0","0","Easyjet cancels more Sharm elSheikh flights"
"RAVENR_chardson","1448414388","0","147","Hello Lyon youre looking lovely today"
"DarleneBurris","1448414359","0","147","Hello Lyon youre looking lovely today"
"AletaStewart","1448414331","0","147","Hello Lyon youre looking lovely today"
"Jim__Birdman","1448414325","0","147","Hello Lyon youre looking lovely today"
"JEFFRE5E_BOSTI","1448414324","0","147","Hello Lyon youre looking lovely today"
"Beverley3918","1448414316","0","0","Easyjet cancels more Sharm elSheikh flights"
"Vinayak89","1448414181","0","147","Hello Lyon youre looking lovely today"
"Kumar_Raju85","1448414114","0","147","Hello Lyon youre looking lovely today"
"SeemaJindal5","1448414101","0","147","Hello Lyon youre looking lovely today"
"Rimboltblack","1448414020","0","147","Hello Lyon youre looking lovely today"
"Premkumar1968M","1448414007","0","147","Hello Lyon youre looking lovely today"
"DIANNE_KIMBROUG","1448414005","0","147","Hello Lyon youre looking lovely today"
"Edan_Samuel","1448413988","0","147","Hello Lyon youre looking lovely today"
"MARY1L_MERRY","1448413957","0","147","Hello Lyon youre looking lovely today"
"danielspeight93","1448413930","0","0","All my tweets and complaints to EZY have just been ignored Some Customerservice have Excellent customer service unlike EZY"
"Emilie__William","1448413896","0","147","Hello Lyon youre looking lovely today"
"CARLA23MALYAKAS","1448413873","0","147","Hello Lyon youre looking lovely today"
"JosephTornaben","1448413861","0","147","Hello Lyon youre looking lovely today"
"PETER_H_WENDEL","1448413817","0","147","Hello Lyon youre looking lovely today"
"LINDA_MEYER_","1448413804","0","147","Hello Lyon youre looking lovely today"
"JASON_RAY_CLIM","1448413762","0","147","Hello Lyon youre looking lovely today"
"LESLIE_OCASS","1448413728","0","147","Hello Lyon youre looking lovely today"
"DOUGLAS_4BROWN","1448413724","0","147","Hello Lyon youre looking lovely today"
"PrettySanta1","1448413704","0","147","Hello Lyon youre looking lovely today"
"Sonia_Kumari01","1448413688","0","147","Hello Lyon youre looking lovely today"
"BettyVBrown","1448413562","0","147","Hello Lyon youre looking lovely today"
"Ardella817000","1448413482","0","0","EasyJet axes all flights to Egyptamp s leading holiday resort"
"tinahowlett74","1448413470","0","360","Airline easyJet confirms it has cancelled all flights to and from Egypts Sharm elSheikh resort until January"
"LoreeLeiker353","1448413254","0","0","Easyjet cancels more Sharm elSheikh flights"
"itrucktv","1448413230","0","0","Final British Airways EasyJet suspend flights between UK and Sharm elSheikh"
"Sherry971125","1448413162","0","0","EasyJet axes all flights to Egyptamp s leading holiday resort"
"Melodi755","1448413052","0","0","EasyJet and BA cancel Sharm flights"
"Sherika430","1448412884","0","0","Easyjet cancels more Sharm elSheikh flights"
"Beverley3918","1448412873","0","0","EasyJet and BA cancel Sharm flights"
"TravelweekGroup","1448412619","0","0","EasyJet British Airways cancel Sharm el Sheikh flights until at least January"
"Gale516","1448412463","0","0","EasyJet and BA cancel Sharm flights"
"Moira20025","1448412427","0","0","EasyJet axes all flights to Egyptamp s leading holiday resort"
"Vina833","1448411858","0","0","EasyJet and BA cancel Sharm flights"
"EKAdvertiser","1448411775","0","0","EasyJet cancels Christmas and New Year Sharm elSheikh flights EasyJet has cancelled flights to and from Shar"
"Law_Score","1448411706","0","7","EasyJet and BA cancel all flights to and from Sharm elSheikh"
"Roselee8140","1448411563","0","0","Easyjet cancels more Sharm elSheikh flights"
"liviSnchez57","1448411480","0","0","EasyJetPlane forced to land SIDEWAYS at Inverness Airport during Storm Abigail"
"SKITills","1448411474","0","360","Airline easyJet confirms it has cancelled all flights to and from Egypts Sharm elSheikh resort until January"
"Flyclopedia","1448411423","3","147","Hello Lyon youre looking lovely today"
"touristinfo","1448411237","0","0","easyJet suspends Sharm elSheikh flights into Lowcost carrier easyJet has cancelled all flights to Shar"
"NanaMontufar725","1448411189","0","0","EasyJet and BA cancel Sharm flights"
"DnnsMcfrln","1448410851","0","0","Easyjet cancels more Sharm elSheikh flights"
"beckonedd","1448410579","0","360","Airline easyJet confirms it has cancelled all flights to and from Egypts Sharm elSheikh resort until January"
"josephdownie","1448410492","0","0","what does that mean exactly Can you give me a per person co output for a flight to say Paris assuming flight full Ta"
"SarahAdams095","1448410377","0","0","Easyjet cancels more Sharm elSheikh flights"
"QbanKendy","1448410320","0","16","EasyJet and BA cancel Sharm flights"
"flyinsider","1448410207","0","0","Easyjet BA cancel Sharm elSheikh flights"
"Roselee8140","1448410120","0","0","EasyJet and BA cancel Sharm flights"
"Justa357","1448410087","0","0","EasyJet and BA cancel Sharm flights"
"hebahossam","1448410045","0","8","British Airways EasyJet cancel flights to Sharm elSheikh until January"
"Christoper5610","1448410007","0","0","Easyjet cancels more Sharm elSheikh flights"
"Chasity7070","1448409990","0","0","EasyJet and BA cancel Sharm flights"
"ACOHantsMasonSE","1448409910","1","0","What happens when you mix masons an OTIS lift and an easyJet trip to Gibraltar"
"AlexAshmore95","1448409905","0","1","EasyJet cancels Christmas and New Year Sharm elSheikh flights"
"FletaSevere294","1448409824","0","0","EasyJet and BA cancel Sharm flights"
"JasonRas95","1448409795","0","3","SkyPapers we now know that Turkey is not to be trusted after Russia and bombing of Kurds Easyjet and BA stop flyi"
"horiautomatic","1448409786","1","0","HKG FAE easy com"
"Katie2178","1448409630","0","0","EasyJet axes all flights to Egyptamp s leading holiday resort"
"nadiafarghaly","1448409559","0","8","British Airways EasyJet cancel flights to Sharm elSheikh until January"
"The_Gazette","1448409544","0","0","EasyJet cancels Christmas and New Year Sharm elSheikh flights"
"spicysid20","1448409340","0","3","SkyPapers we now know that Turkey is not to be trusted after Russia and bombing of Kurds Easyjet and BA stop flyi"
"SheffieldStar","1448409306","0","1","EasyJet cancels Christmas and New Year Sharm elSheikh flights"
"nieuwemarlean","1448409300","0","1","British Airways EasyJet suspend flights between UK and Sharm elSheikh"
"markcjclemence","1448409255","0","3","SkyPapers we now know that Turkey is not to be trusted after Russia and bombing of Kurds Easyjet and BA stop flying to Turkey"
"liviSnchez57","1448409254","0","0","EasyJet axes all flights to Egyptamp s leading holiday resort"
"kwaichi","1448409199","0","1","British Airways EasyJet suspend flights between UK and Sharm elSheikh"
"Voncile570","1448409134","0","0","Easyjet cancels more Sharm elSheikh flights"
"ingywastaken","1448409083","0","0","hi i keep getting online check in is not available Is there a problem with your system right now My flight is at tomorrow"
"PHmmondNews","1448409064","0","0","British Airways Easyjet cancel Sharm elSheikh flights until new year"
"Vina833","1448408970","0","0","Easyjet cancels more Sharm elSheikh flights"
"Vern53012","1448408907","0","0","Easyjet cancels more Sharm elSheikh flights"
"DaveJacko60","1448408767","0","0","Hes got a place there so might help"
"Randa9278","1448408695","0","0","Easyjet cancels more Sharm elSheikh flights"
"SueDobson","1448408575","0","1","well done to who refunded our hotel booking without charge after easyjet cancelled our sharm flights great cus"
"Valrie302","1448408431","0","0","EasyJet and BA cancel Sharm flights"
"PHmmondNews","1448408376","0","0","Easyjet BA cancel Sharm elSheikh flights until"
"janecary123456","1448408199","0","0","Easyjet cancels more Sharm elSheikh flights"
"MNNorthants","1448408140","0","0","Egypt plane crash Easyjet cancels more Sharm elSheikh flights BBC News"
"BizABQ","1448408117","0","0","EasyJet BA cancel Sharm elSheikh flights until January"
"FraserLewis0","1448408078","0","0","Easyjet cancels more Sharm elSheikh flights"
"Loni2910","1448407949","0","0","Easyjet cancels more Sharm elSheikh flights"
"deepbluesealove","1448407881","0","4","IsraeltheRegion SharmelSheikh terrorcellsinSinai SinaiProvince Easyjet cancels flights to and from Egypts"
"Melody407000","1448407839","0","0","EasyJet axes all flights to Egyptamp s leading holiday resort"
"Margaretta6340","1448407637","0","0","AirlineShares are plummeting as easyJet suspends more flights to Egypt"
"tiniskwerl","1448407526","0","31","British Airways EasyJet suspend flights between UK and Sharm elSheikh"
"QuizDC","1448407422","1","0","Get well soon I was hoping youd get the Easyjet Tickets to Sharm they stopped flying there atozquiz"
"noemiannie","1448407363","0","0","how comes you are no longer flying to brindisi April Getting married and was hoping to fly with you"
"sanalapa","1448407331","0","16","EasyJet and BA cancel Sharm flights"
"KthDl","1448407286","0","0","EasyJet and BA cancel Sharm flights"
"ShawndaStrwser1","1448407233","0","0","Easyjet cancels more Sharm elSheikh flights"
"Bardees","1448407220","0","0","British Airways EasyJet suspend flights between UK and Sharm elSheikh"
"eduardomignot","1448407087","0","0","I DM you and got no answer You have all the details you need to solve this issue in a correct manner So please do so"
"LeahKareeb","1448407070","0","0","EasyJet axes all flights to Egyptamp s leading holiday resort"
"JamesCraftj","1448407066","0","0","EasyJet axes all flights to Egyptamp s leading holiday resort"
"VdDlng","1448407037","0","0","AirlineShares are plummeting as easyJet suspends more flights to Egypt"
"anthonymroberts","1448406892","0","0","Shitewick delays and hours of Easyjet pain are resulting in a crosscountry Uber to get me to bed ������"
"QuizDC","1448406822","1","0","atozquiz 
 Two Easyjet tickets to Sharm elSheikh"
"Monaalsayed8000","1448406812","0","360","Airline easyJet confirms it has cancelled all flights to and from Egypts Sharm elSheikh resort until January"
"jeavons_alan","1448406801","0","1","Update from Easyjet telling me tomorrows late night flight to Milan will depart mins late Not sure whether Im annoyed or"
"Hwa6650","1448406772","0","0","Easyjet cancels more Sharm elSheikh flights"
"Chris_g_Carter","1448406419","0","0","got a full refund from easy jet sent a proforma complaints letter and got all my money back well done to easyJet"
"LorraineHeinem1","1448406364","0","360","Airline easyJet confirms it has cancelled all flights to and from Egypts Sharm elSheikh resort until January"
"mikejulietbravo","1448406341","1","0","Airline shares are plummeting as easyJet suspends more flights to Egypt"
"myflightcomp","1448406332","0","1","Always fun when the delay to your flight is longer than the actual flight itself Thanks snowice amp CologneBonn a"
"Sarhan_","1448406207","0","3","British Airways Easyjet cancel Sharm elSheikh flights until new year"
"dottransfers","1448406105","0","0","easyJet suspends Sharm elSheikh flights into News Breaking Travel News"
"mzlondon","1448406011","1","1","Always fun when the delay to your flight is longer than the actual flight itself Thanks snowice amp CologneBonn airport"
"easyJet","1448405886","0","0","Hi Please see this link for information Iryna"
"spot_trader","1448405663","0","0","Still waiting for an answer about my delayed flight compensation emails no answer since the first one promising a quick refund"
"jessica06627701","1448405590","0","0","Easyjet cancels more Sharm elSheikh flights"
"hollymcpat","1448405501","0","0","you would prob get Ryanair or easyjet flights cheap but not this far in advance usually months prior"
"easyJetNews","1448405464","0","0","Analysts at Goodbody Maintained their Hold rating for PLC LONEZJ"
"CoulsonJason","1448405425","0","7","EasyJet and BA cancel all flights to and from Sharm elSheikh"
"betsy_hiel","1448405415","0","3","British Airways Easyjet cancel Sharm elSheikh flights until new year"
"tucituc","1448405393","0","0","Hi do you stop flying from LGW to BCN in Sept Cant see any flight after"
"TallyAnnaE","1448405362","0","0","British Airways Easyjet cancel Sharm elSheikh flights until new year"
"LawJournalUK","1448405272","0","1","British Airways and easyJet suspend Sharm elSheikh flights until new year"
"itrucktv","1448405076","0","0","Extra British Airways EasyJet suspend flights between UK and Sharm elSheikh"
"thedrbob","1448405055","0","1","Update from Easyjet telling me tomorrows late night flight to Milan will depart mins late Not sure whether Im annoyed or bit impressed"
"WombleGold","1448405050","0","0","My mother still waiting for refund on cancelled flight from Bristol Aug rdNumerous emails calls etc still nothing"
"Shantell1030","1448405037","0","0","Easyjet cancels more Sharm elSheikh flights"
"brittany654mart","1448404920","0","0","EasyJet axes all flights to Egyptamp s leading holiday resort"
"adi_ghisa","1448404694","0","0","travelnews British Airways and Easyjet cancel Sharm elSheikh flights until new year"
"Ardella817000","1448404631","0","0","EasyJet axes all flights to Egyptamp s leading holiday resort"
"BeriThomson","1448404564","1","0","no reply joke"
"Rubye1445","1448404348","0","0","Easyjet cancels more Sharm elSheikh flights"
"markrapsey1","1448404279","0","0","Can I fly from Bristol to Glasgow with my NHS ID card"
"xMPJ","1448404162","0","0","received any money When will we get this refund"
"Daphne261114","1448404151","0","0","Easyjet cancels more Sharm elSheikh flights"
"xMPJ","1448404141","1","0","a full refund of the hotel food and cabs if we saved the receipts We send them to you about months ago and we still havent c"
"xMPJ","1448404048","0","0","Hey my sister stranded in Italy about months ago and had to book a hotel I was told by your staff that she would get c"
"IsabellaBeaude","1448404033","0","0","Easyjet cancels more Sharm elSheikh flights"
"IsonTravel","1448404015","0","0","easyJet suspends Sharm elSheikh flights into"
"easyJet","1448403986","1","0","Hi Please see this link for the latest updates Iryna"
"SAMTRAILS","1448403947","0","0","should have just gone with after all"
"Evie857","1448403866","0","0","Easyjet cancels more Sharm elSheikh flights"
"liviSnchez57","1448403836","0","0","EasyJet axes all flights to Egyptamp s leading holiday resort"
"Bobrovnikito","1448403645","0","0","about 
British airways and easyjet suspend sharm elsheikh flights until new year
 news hot daily mail"
"goglentw","1448403567","0","0","where is the Faro flight being diverted to"
"easyJet","1448403537","0","0","Hi Liam If youd like us to doublecheck your case please send us a DM with more details Iryna"
"Sherry971125","1448403480","0","0","EasyJetPlane forced to land SIDEWAYS at Inverness Airport during Storm Abigail"
"easyJet","1448403461","0","0","Hi John These flight are still operated Please see link for info Iryna"
"JenPetrie_FCC","1448403450","0","3","Airline signs up for more planes business northwales"
"easyJet","1448403333","0","0","Hi Adam Thank you for bringing this to our attention Iryna"
"ElenoraWiesner2","1448403213","0","0","Easyjet cancels more Sharm elSheikh flights"
"Ntkmartialarts","1448403171","0","360","Airline easyJet confirms it has cancelled all flights to and from Egypts Sharm elSheikh resort until January"
"mhemedaldghethr","1448403079","0","0","Easyjet BA cancel flights to and from Sharm elSheikh until"
"boombastiko","1448402968","0","0","Thank you so much Iryna see u next Time for this suggestion ��"
"ImranAbim","1448402942","0","0","Easyjet cancels Sharm elSheikh flights"
"taramoradian","1448402909","1","0","You know youre abroad when you wanna go to easybib but search easyjet instead easy"
"ghanamma","1448402825","0","0","BA and Easyjet cancel Sharm elSheikh flights until new year"
"jwollington","1448402792","1","0","Agreed fella but as I seem to use easyjet it is only extra to sit at the front for you can fly it"
"Hamrin_English","1448402750","0","1","independent Sharm el Sheikh EasyJet axes all flights to Egypts leading holiday resort"
"lmlongbottom","1448402650","0","0","so based on that information you can refund me but choose not to as its at your discretion is that right"
"easyJet","1448402628","0","0","Hi Thanks for this suggestion well forward it to our Scheduling team Iryna"
"easyJet","1448402546","0","0","Hi Matty You should be able to correct it online If you cant do it online please send us DM with more details Iryna"
"January489","1448402448","0","0","Easyjet cancels more Sharm elSheikh flights"
"Charolette291","1448402438","0","0","AirlineShares are plummeting as easyJet suspends more flights to Egypt"
"Churchy70","1448402286","0","0","Evening are you looking at if you will still operate to Hurghada over the next few weeks"
"easyJet","1448402271","0","0","Hi Florian Sorry to hear that you feel this way however thank you for your feedback Iryna"
"Aine_Halona","1448402237","0","10","British Airways joins easyJet with flight ban to and from Sharm elSheikh until January"
"shhathahalmjmaj","1448402176","0","0","Airline easyJet confirms it has cancelled all flights to and from Egypts Sharm elSheikh resort until January"
"_AudaciousAngel","1448402130","0","7","EasyJet and BA cancel all flights to and from Sharm elSheikh"
"SheffieldStar","1448402101","0","0","EasyJet cancels Christmas and New Year Sharm elSheikh flights"
"Kris6945","1448402083","0","0","EasyJet and BA cancel Sharm flights"
"FTSEAllNews","1448402052","0","0","UK Shares Slip EasyJet IAG Retreat on Downing of Russian Jet"
"arifjamallodhi","1448401967","0","7","EasyJet and BA cancel all flights to and from Sharm elSheikh"
"SonofLiberty357","1448401941","0","10","British Airways joins easyJet with flight ban to and from Sharm elSheikh until January"
"UTSmallBiz","1448401923","0","0","EasyJet BA cancel Sharm elSheikh flights"
"easyJetNews","1448401863","0","0","EasyJet forecasts record profits after bumper summer PR blog"
"Gustavo6340","1448401786","0","0","Easyjet cancels more Sharm elSheikh flights"
"LaxMusgrave","1448401692","0","10","British Airways joins easyJet with flight ban to and from Sharm elSheikh until January"
"Diedra6978","1448401569","0","0","EasyJet axes all flights to Egyptamp s leading holiday resort"
"Caravelle210","1448401528","0","1","Instagram by mattthebhoy Easyjet GEJAR unicef livery at Gatwick easyjet airbus a orange gatwick avg http"
"CameliaFard","1448401445","0","6","British Airways Easyjet cancel Sharm elSheikh flights until new year"
"SvkyrkanLondon","1448401431","0","6","British Airways Easyjet cancel Sharm elSheikh flights until new year"
"Annoula64","1448401402","0","6","British Airways Easyjet cancel Sharm elSheikh flights until new year"
"M0GLJ","1448401389","0","0","EasyJet cancels Christmas and New Year Sharm elSheikh flights EasyJet has cancelled flights to and from Shar"
"OrenKessler","1448401211","0","6","British Airways Easyjet cancel Sharm elSheikh flights until new year"
"JasonUnsworth2","1448401195","0","11","To see the latest information about our flights to Sharm elSheikh amp some options of how we can help you pls see"
"mmsabry","1448401173","0","6","British Airways Easyjet cancel Sharm elSheikh flights until new year"
"lingzero18","1448401117","0","123","Overview of the most spectacular airports in the world Gibraltar A entering the runway"
"ahramonline","1448401097","2","6","British Airways Easyjet cancel Sharm elSheikh flights until new year"
"boombastiko","1448401057","0","0","From south of France Thank you"
"boombastiko","1448401013","0","0","When can we have destinations to Metz Nancy airport Tell me whats wrong with this airport ladies and gentlemen of"
"Luton24HourTaxi","1448400998","0","0","Luton hour car service"
"FEgbaiyelo","1448400752","0","7","EasyJet and BA cancel all flights to and from Sharm elSheikh"
"ooJAXoo","1448400751","0","7","EasyJet and BA cancel all flights to and from Sharm elSheikh"
"HuffPostUK","1448400608","4","7","EasyJet and BA cancel all flights to and from Sharm elSheikh"
"Linda_inc_","1448400345","0","0","Tnx Thats the faq I was looking for but couldnt find ��"
"came2stay","1448400321","0","0","trank you for your reply But thats what I dont understand The situation is not over I think you should expand the exception"
"0verflo","1448400065","0","0","I was saying that once more the easyJet team was unpleasant and inefficient But Im gonna complain on your FB page too if you want"
"ShenKitc","1448400063","0","0","Easyjet cancels more Sharm elSheikh flights"
"RitaTai","1448399997","0","0","I await your reply as I really need this sorted straight away fairly and humanely this is not me being forced to go to Paris"
"Bell_Potter","1448399969","0","0","In Europe Accor owner of Sofitel hotels amp Novotel closed down Airlines incl Air France KLM Lufthansa amp EasyJet closed sharply lower"
"easyJet","1448399909","0","0","Hi Linda You should be able to change this For more info Iryna"
"BeriThomson","1448399909","1","0","spend all day on the phone and you get cut off then to be told call back tomorrow what a poor company"
"BusbridgeDaniel","1448399860","4","0","I got an interview with Easyjet"
"oohincensed","1448399856","0","1","BBC it was excellent news but Easyjet should have cancelled the flights sooner"
"BeriThomson","1448399854","1","0","is this a joke I have been on the phone to you since and then you say call back tomorrow you call me"
"easyJet","1448399840","1","0","Hi LaRa Glad to hear about that Thank you for your feedback Iryna"
"LeedsWork","1448399777","0","1","BUY MARIJUANA SEEDS easyJet cancels all flights to Sharm elShiekh until 
 Fellow ai manche"
"joantxo","1448399775","0","0","EasyJet suspends flights to Sharm until next year"
"SMReporter","1448399774","0","0","easyJet cancels all flights to Sharm elShiekh until 
 Fellow airlines have shorter cancellations but"
"bimcook","1448399707","0","0","many thanks look forward to hearing from you"
"Melodi755","1448399695","0","0","Easyjet cancels more Sharm elSheikh flights"
"sc_print","1448399686","0","0","British Airways EasyJet suspend Sharm elSheikh flights

 Aviation Airlines"
"easyJet","1448399661","0","0","Hi Brian Please feel free to call our CS tomorrrow or send us a DM with your request so that we could advise you Iryna"
"easyJet","1448399576","0","0","Hi Khaled Well look into it as soon as possible Thank you for your patience Iryna"
"easyJet","1448399513","0","0","Hi Tim Thank you for your DM well look into it as soon as we can Iryna"
"easyJet","1448399454","0","0","Hi Liam Im really sorry to hear about that Please see this link to check our policy Iryna"
"Linda_inc_","1448399424","0","0","But is it an option in the app Changing id card information Ill try next week when we have the new card Tnx"
"hotelinsight","1448399349","0","0","Delays last week flying and now delays this week with businesstravel is exhausting right now Destination in sight"
"easyJet","1448399323","0","0","HiPlease see this link for info or call our CS to check your options Iryna"
"MrsHelle","1448399260","1","0","Thank for safe trip to Paris ����"
"BillCllr","1448399245","0","10","British Airways joins easyJet with flight ban to and from Sharm elSheikh until January"
"ghanamma","1448399193","0","0","BA and Easyjet cancel Sharm elSheikh flights until new year"
"ShrylMgwd","1448399147","0","0","AirlineShares are plummeting as easyJet suspends more flights to Egypt"
"AngelaH58","1448399062","0","10","British Airways joins easyJet with flight ban to and from Sharm elSheikh until January"
"easyJet","1448399048","0","0","Hi Sam Sorry to hear that Please feel free to send us a DM with more details so that we could look into it Iryna"
"Georgiann3990","1448399027","0","0","Easyjet cancels more Sharm elSheikh flights"
"Avitusparta","1448398977","1","1","BBC it was excellent news but Easyjet should have cancelled the flights sooner"
"jkklalalala","1448398966","0","0","SherlyStodden RT DailyMailUK British Airways joins easyJet with flight ban to and from Sharm elSheikh until Jan"
"SherlyStodden","1448398938","0","10","British Airways joins easyJet with flight ban to and from Sharm elSheikh until January"
"Cheltenhamtips1","1448398937","0","10","British Airways joins easyJet with flight ban to and from Sharm elSheikh until January"
"easyJet","1448398904","0","0","Hi Adam Apologies for the inconvenience Could you please confirm your flight details Iryna"
"nessascott","1448398849","0","0","Im not one of your customers but I will be from now on"
"maggrega","1448398834","0","0","British Airways joins easyJet with flight ban to and from Sharm elSheikh until January British"
"DailyMailUK","1448398747","7","10","British Airways joins easyJet with flight ban to and from Sharm elSheikh until January"
"easyJet","1448398736","0","0","Hi Lucas Im afraid for this direction our standard change policy applies Iryna"
"ghostofcaesar","1448398640","2","0","easyJet has a great timetable from Scotlandone way if you wish"
